ID	SMILES	InChI	InChIKey
None	O=C1C=C(NC2=C(N3CCNCC3)C=CC=C2)C4=NS(C5=C4C1=CC=C5)(=O)=O	InChI=1S/C20H18N4O3S/c25-17-12-15(20-19-13(17)4-3-7-18(19)28(26,27)23-20)22-14-5-1-2-6-16(14)24-10-8-21-9-11-24/h1-7,12,21-22H,8-11H2	WGBASJXNQFWBJU-UHFFFAOYSA-N
None	C=CS(=O)(=O)NC1=CC=CC=C1	InChI=1S/C8H9NO2S/c1-2-12(10,11)9-8-6-4-3-5-7-8/h2-7,9H,1H2	YRLXBWHNSONKOH-UHFFFAOYSA-N
None	C=CS(=O)(=O)N1CCCC1	InChI=1S/C6H11NO2S/c1-2-10(8,9)7-5-3-4-6-7/h2H,1,3-6H2	MZRYWKDCEDIJKR-UHFFFAOYSA-N
None	C=CC(=O)N1C[C@H]([C@@H](C1)OCC2=CC=C(C=C2)C(F)(F)F)N3C=C(N=N3)C4=CN=CC=C4	InChI=1S/C22H20F3N5O2/c1-2-21(31)29-12-19(30-11-18(27-28-30)16-4-3-9-26-10-16)20(13-29)32-14-15-5-7-17(8-6-15)22(23,24)25/h2-11,19-20H,1,12-14H2/t19-,20-/m1/s1	AZGCPBIUNCLWPF-WOJBJXKFSA-N
CXF-009	O=C(C=C)NC(C=CC=C1)=C1NC2=NC=C3C(N(CCCN4CCN(C(C=C)=O)CC4)C(N(C5=CC(OC)=CC(OC)=C5)C3)=O)=N2	InChI=1S/C33H38N8O5/c1-5-29(42)35-27-10-7-8-11-28(27)36-32-34-21-23-22-41(24-18-25(45-3)20-26(19-24)46-4)33(44)40(31(23)37-32)13-9-12-38-14-16-39(17-15-38)30(43)6-2/h5-8,10-11,18-21H,1-2,9,12-17,22H2,3-4H3,(H,35,42)(H,34,36,37)	ROJGUOQTMJJWMJ-UHFFFAOYSA-N
EX-A6653	C=CC(=O)N1CCN2[C@H](C1)CCOC3=C(C(=C(C=C3C2=O)F)C4=C5C(=C(SC5=C(C=C4)F)N)C#N)Cl	InChI=1S/C25H19ClF2N4O3S/c1-2-18(33)31-6-7-32-12(11-31)5-8-35-22-14(25(32)34)9-17(28)20(21(22)26)13-3-4-16(27)23-19(13)15(10-29)24(30)36-23/h2-4,9,12H,1,5-8,11,30H2/t12-/m0/s1	OZUPICRWMLEFCS-LBPRGKRZSA-N
LY3410738	CCN1C2=NC(=NC=C2COC1=O)N[C@@H](C)C3=CC=C(C=C3)[C@H](CC4CC4)N5CCN(CC5)C(=O)C=C	InChI=1S/C28H36N6O3/c1-4-25(35)33-14-12-32(13-15-33)24(16-20-6-7-20)22-10-8-21(9-11-22)19(3)30-27-29-17-23-18-37-28(36)34(5-2)26(23)31-27/h4,8-11,17,19-20,24H,1,5-7,12-16,18H2,2-3H3,(H,29,30,31)/t19-,24-/m0/s1	AFGYODUJVVOZAX-CYFREDJKSA-N
17-hydroxy-jolkinolide B	C[C@@]12CCCC([C@H]1CC[C@]34[C@H]2[C@@H]5[C@@]6(O5)C(=C(C(=O)O6)CO)[C@H]3O4)(C)C	InChI=1S/C20H26O5/c1-17(2)6-4-7-18(3)11(17)5-8-19-13(18)15-20(24-15)12(14(19)23-19)10(9-21)16(22)25-20/h11,13-15,21H,4-9H2,1-3H3/t11-,13+,14-,15-,18-,19+,20-/m1/s1	ORPHDWFMIUUKJM-MCDHERAVSA-N
2-iodoporphobilinogen	C(CC(=O)O)C1=C(NC(=C1CC(=O)O)CN)I	InChI=1S/C10H13IN2O4/c11-10-5(1-2-8(14)15)6(3-9(16)17)7(4-12)13-10/h13H,1-4,12H2,(H,14,15)(H,16,17)	SQCPKOTYDSJOKL-UHFFFAOYSA-N
SB216761	CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl	InChI=1S/C19H12Cl2N2O2/c1-23-9-13(11-4-2-3-5-15(11)23)17-16(18(24)22-19(17)25)12-7-6-10(20)8-14(12)21/h2-9H,1H3,(H,22,24,25)	JCSGFHVFHSKIJH-UHFFFAOYSA-N
JNJ-64264681	CC1=CC(=NC=C1N2C3=C4C(=C(SC4=NC=C3)C(=O)N[C@@H]5CCC[C@@H]5NC(=O)C=C)NC2=O)CC(C)C	InChI=1S/C27H30N6O3S/c1-5-21(34)30-17-7-6-8-18(17)31-25(35)24-23-22-19(9-10-28-26(22)37-24)33(27(36)32-23)20-13-29-16(11-14(2)3)12-15(20)4/h5,9-10,12-14,17-18H,1,6-8,11H2,2-4H3,(H,30,34)(H,31,35)(H,32,36)/t17-,18+/m0/s1	OPLNLPWGEZNZFL-ZWKOTPCHSA-N
SCHEMBL20190873	CN(C)C/C=C/C(=O)NC1=CC=C(C=C1)OC2CCCC(C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl	InChI=1S/C30H33ClN6O2/c1-37(2)16-6-11-28(38)34-20-12-14-22(15-13-20)39-23-8-5-7-21(17-23)35-30-33-19-26(31)29(36-30)25-18-32-27-10-4-3-9-24(25)27/h3-4,6,9-15,18-19,21,23,32H,5,7-8,16-17H2,1-2H3,(H,34,38)(H,33,35,36)/b11-6+/t21-,23+/m1/s1	DMUSMYYDKCXFKR-GOCITDOZSA-N
MFH290	CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)N[C@@H]3CCCN(C3)C(=O)C4=CC=C(C=C4)NC(=O)C=C	InChI=1S/C26H31N5O3S2/c1-5-21(32)29-18-10-8-17(9-11-18)24(33)31-12-6-7-19(15-31)30-25-28-14-23(36-25)35-16-22-27-13-20(34-22)26(2,3)4/h5,8-11,13-14,19H,1,6-7,12,15-16H2,2-4H3,(H,28,30)(H,29,32)/t19-/m1/s1	COGUZYALRYMQTD-LJQANCHMSA-N
Mevociclib	C[C@@]1(CCC[C@H](C1)NC2=NC=C(C(=N2)C3=CNC4=CC=CC=C43)Cl)NC(=O)C5=NC=C(C=C5)NC(=O)/C=C/CN(C)C	InChI=1S/C31H35ClN8O2/c1-31(39-29(42)26-13-12-21(17-33-26)36-27(41)11-7-15-40(2)3)14-6-8-20(16-31)37-30-35-19-24(32)28(38-30)23-18-34-25-10-5-4-9-22(23)25/h4-5,7,9-13,17-20,34H,6,8,14-16H2,1-3H3,(H,36,41)(H,39,42)(H,35,37,38)/b11-7+/t20-,31+/m1/s1	SCJNYBYSTCRPAO-LXBQGUBHSA-N
YKL-5-124	CC1(C2=C(CN1C(=O)N[C@H](CN(C)C)C3=CC=CC=C3)C(=NN2)NC(=O)C4=CC=C(C=C4)NC(=O)C=C)C	InChI=1S/C28H33N7O3/c1-6-23(36)29-20-14-12-19(13-15-20)26(37)31-25-21-16-35(28(2,3)24(21)32-33-25)27(38)30-22(17-34(4)5)18-10-8-7-9-11-18/h6-15,22H,1,16-17H2,2-5H3,(H,29,36)(H,30,38)(H2,31,32,33,37)/t22-/m1/s1	KPABJHHKKJIDGX-JOCHJYFZSA-N
US10787436	CC1=C2C(=CC=C1)NC=C2C3=NC(=NC=C3)NC4=CC(=CC=C4)NC(=O)C5=CC=C(C=C5)NC(=O)/C=C/CN(C)C	InChI=1S/C32H31N7O2/c1-21-7-4-10-28-30(21)26(20-34-28)27-16-17-33-32(38-27)37-25-9-5-8-24(19-25)36-31(41)22-12-14-23(15-13-22)35-29(40)11-6-18-39(2)3/h4-17,19-20,34H,18H2,1-3H3,(H,35,40)(H,36,41)(H,33,37,38)/b11-6+	SEEVXFIEBQXBPA-IZZDOVSWSA-N
THZ-531	CN(C)C/C=C/C(=O)NC1=CC=C(C=C1)C(=O)N2CCCC(C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl	InChI=1S/C30H32ClN7O2/c1-37(2)15-6-10-27(39)34-21-13-11-20(12-14-21)29(40)38-16-5-7-22(19-38)35-30-33-18-25(31)28(36-30)24-17-32-26-9-4-3-8-23(24)26/h3-4,6,8-14,17-18,22,32H,5,7,15-16,19H2,1-2H3,(H,34,39)(H,33,35,36)/b10-6+/t22-/m0/s1	RUBYHLPRZRMTJO-FLVSMNSFSA-N
US9353116	CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC(=CC=C3)NS(=O)(=O)C=C)N	InChI=1S/C16H18N6O2S/c1-4-25(23,24)21-12-7-5-6-11(8-12)14-13-15(17)18-9-19-16(13)22(20-14)10(2)3/h4-10,21H,1H2,2-3H3,(H2,17,18,19)	RPPXTNCWBNBGBL-UHFFFAOYSA-N
SCHEMBL17857145 	CCN(CC)CCCCNC1=CC(=NC=N1)N(CC2=CC=C(C=C2)NC(=O)C=C)C(=O)NC3=C(C(=CC(=C3Cl)OC)OC)Cl	InChI=1S/C31H39Cl2N7O4/c1-6-27(41)37-22-13-11-21(12-14-22)19-40(31(42)38-30-28(32)23(43-4)17-24(44-5)29(30)33)26-18-25(35-20-36-26)34-15-9-10-16-39(7-2)8-3/h6,11-14,17-18,20H,1,7-10,15-16,19H2,2-5H3,(H,37,41)(H,38,42)(H,34,35,36)	YKRRISSMSSUYSC-UHFFFAOYSA-N
Artemisolide	CC(C)C12CC1C3(C[C@]45C=CC3([C@H]4C6[C@H](CC[C@@]5(C)O)C(=C)C(=O)O6)C)C(=O)C2	InChI=1S/C25H32O4/c1-13(2)23-10-16(23)25(17(26)11-23)12-24-9-8-21(25,4)19(24)18-15(6-7-22(24,5)28)14(3)20(27)29-18/h8-9,13,15-16,18-19,28H,3,6-7,10-12H2,1-2,4-5H3/t15-,16+,18-,19-,21+,22-,23+,24-,25+/m1/s1	PICIDNBIDYKWOS-WAVCVFKPSA-N
Nimbolide	CC1=C2C(C[C@H]1C3=COC=C3)O[C@H]4[C@@]2([C@@H]([C@@]5(C6[C@H]4OC(=O)[C@@]6(C=CC5=O)C)C)CC(=O)OC)C	InChI=1S/C27H30O7/c1-13-15(14-7-9-32-12-14)10-16-20(13)27(4)17(11-19(29)31-5)26(3)18(28)6-8-25(2)22(26)21(23(27)33-16)34-24(25)30/h6-9,12,15-17,21-23H,10-11H2,1-5H3/t15-,16-,17-,21-,22-,23-,25-,26+,27-/m1/s1	JZIQWNPPBKFOPT-LHOLIAKASA-N
4-Hydroxy-2,3-trans-nonenal	CCCCCC(/C=C\C=O)O	InChI=1S/C9H16O2/c1-2-3-4-6-9(11)7-5-8-10/h5,7-9,11H,2-4,6H2,1H3/b7-5-/t9-/m1/s1	JVJFIQYAHPMBBX-WILPJHFFSA-N
SCHEMBL1532249 	CN1CCN(CC1)C2=NC(=NC(=C2)NC3=NC=C(S3)C#N)SC4=CC=C(C=C4)NC(=O)C=C	InChI=1S/C22H22N8OS2/c1-3-20(31)25-15-4-6-16(7-5-15)32-22-27-18(26-21-24-14-17(13-23)33-21)12-19(28-22)30-10-8-29(2)9-11-30/h3-7,12,14H,1,8-11H2,2H3,(H,25,31)(H,24,26,27,28)	CQSKCSZUJDZADF-UHFFFAOYSA-N
CHEMBL4544461	CC(C)(C)OC(=O)N1CCN(C2=CC=CC=C21)C(=O)C=C	InChI=1S/C16H20N2O3/c1-5-14(19)17-10-11-18(15(20)21-16(2,3)4)13-9-7-6-8-12(13)17/h5-9H,1,10-11H2,2-4H3	CQAWZZQMBNDZLG-UHFFFAOYSA-N
TX2-121-1	C[C@H](CCC12CC3CC(C1)CC(C3)C2)C(=O)NCCN4CCC(CC4)N5C6=NC=NC(=C6C(=N5)C7=CC(=C(C=C7)OC8=CC=CC=C8)NC(=O)C=C)N	InChI=1S/C42H52N8O3/c1-3-36(51)47-34-22-31(9-10-35(34)53-33-7-5-4-6-8-33)38-37-39(43)45-26-46-40(37)50(48-38)32-12-16-49(17-13-32)18-15-44-41(52)27(2)11-14-42-23-28-19-29(24-42)21-30(20-28)25-42/h3-10,22,26-30,32H,1,11-21,23-25H2,2H3,(H,44,52)(H,47,51)(H2,43,45,46)/t27-,28-,29+,30-,42+/m1/s1	GKJWHLDKQULMHJ-ZLBKUGOISA-N
HYPOTHEMYCIN	CC1CC=CC(=O)C(C(CC2C(O2)C3=C(C(=CC(=C3)OC)O)C(=O)O1)O)O	InChI=1S/C19H22O8/c1-9-4-3-5-12(20)17(23)14(22)8-15-18(27-15)11-6-10(25-2)7-13(21)16(11)19(24)26-9/h3,5-7,9,14-15,17-18,21-23H,4,8H2,1-2H3/b5-3-/t9-,14+,15+,17-,18+/m1/s1	SSNQAUBBJYCSMY-IYMGNPRQSA-N
3-[4-amino-7-(3-hydroxypropyl)-5-(4-methylphenyl)pyrrolo[2,3-d]pyrimidin-6-yl]-N-tert-butyl-2-cyanoprop-2-enamide	CC1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)N)CCCO)C=C(C#N)C(=O)NC(C)(C)C	InChI=1S/C24H28N6O2/c1-15-6-8-16(9-7-15)19-18(12-17(13-25)23(32)29-24(2,3)4)30(10-5-11-31)22-20(19)21(26)27-14-28-22/h6-9,12,14,31H,5,10-11H2,1-4H3,(H,29,32)(H2,26,27,28)/b17-12+	SVXJIKFFHBDTNV-SFQUDFHCSA-N
US9505766	CC1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)N)CCCO)/C=C(\C#N)/C(=O)NC(C)C	InChI=1S/C23H26N6O2/c1-14(2)28-23(31)17(12-24)11-18-19(16-7-5-15(3)6-8-16)20-21(25)26-13-27-22(20)29(18)9-4-10-30/h5-8,11,13-14,30H,4,9-10H2,1-3H3,(H,28,31)(H2,25,26,27)/b17-11+	POTINGKLYOETSI-GZTJUZNOSA-N
None	C1=CC=C2C(=C1)C(=CC=N2)C=C(C#N)C(=O)N	InChI=1S/C13H9N3O/c14-8-10(13(15)17)7-9-5-6-16-12-4-2-1-3-11(9)12/h1-7H,(H2,15,17)/b10-7+	YMWWVJBJZNJBQU-JXMROGBWSA-N
None	C1=CC(=CC(=C1)C(=O)C2=CNC3=C2C=CC=N3)C=C(C#N)C(=O)N	InChI=1S/C18H12N4O2/c19-9-13(17(20)24)8-11-3-1-4-12(7-11)16(23)15-10-22-18-14(15)5-2-6-21-18/h1-8,10H,(H2,20,24)(H,21,22)/b13-8+	CEPQIZUYOXYNFQ-MDWZMJQESA-N
2-cyano-3-(1H-indazol-5-yl)acrylamide	C1=CC2=C(C=C1C=C(C#N)C(=O)N)C=NN2	InChI=1S/C11H8N4O/c12-5-8(11(13)16)3-7-1-2-10-9(4-7)6-14-15-10/h1-4,6H,(H2,13,16)(H,14,15)/b8-3+	JIMIDTDLZHFIJW-FPYGCLRLSA-N
Bardoxolone methyl	CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)C(=O)OC)C	InChI=1S/C32H43NO4/c1-27(2)11-13-32(26(36)37-8)14-12-31(7)24(20(32)17-27)21(34)15-23-29(5)16-19(18-33)25(35)28(3,4)22(29)9-10-30(23,31)6/h15-16,20,22,24H,9-14,17H2,1-8H3/t20-,22-,24+,29+,30+,31-,32+/m1/s1	WPTTVJLTNAWYAO-JWVMTIOMSA-N
Nimbolide	CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OC(=O)C6(C=CC5=O)C)C)CC(=O)OC)C	InChI=1S/C27H30O7/c1-13-15(14-7-9-32-12-14)10-16-20(13)27(4)17(11-19(29)31-5)26(3)18(28)6-8-25(2)22(26)21(23(27)33-16)34-24(25)30/h6-9,12,15-17,21-23H,10-11H2,1-5H3/t15-,16-,17-,21-,22-,23+,25-,26-,27-/m0/s1	JZIQWNPPBKFOPT-OOHHGTPBSA-N
4-Hydroxylnonenal	CCCCCC(C=CC=O)O	InChI=1S/C9H16O2/c1-2-3-4-6-9(11)7-5-8-10/h5,7-9,11H,2-4,6H2,1H3/b7-5+/t9-/m0/s1	JVJFIQYAHPMBBX-IWGCBNPKSA-N
J3.615.260E	C=CC(=O)NC1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=CC=C(C=C3)N4CCN(CC4)CCOCCOCCOCNC(=O)CCCC[C@H]5[C@@H]6[C@H](CS5)NC(=O)N6	InChI=1S/C40H53ClN10O6S/c1-2-35(52)45-31-7-3-4-8-32(31)46-38-30(41)25-42-39(49-38)44-28-11-13-29(14-12-28)51-17-15-50(16-18-51)19-20-55-21-22-56-23-24-57-27-43-36(53)10-6-5-9-34-37-33(26-58-34)47-40(54)48-37/h2-4,7-8,11-14,25,33-34,37H,1,5-6,9-10,15-24,26-27H2,(H,43,53)(H,45,52)(H2,47,48,54)(H2,42,44,46,49)/t33-,34-,37-/m0/s1	CYWMOFTVDMUHMT-YSJNHPSYSA-N
2-[3-[4-Amino-3-(2-fluoro-4-phenoxyphenyl)pyrazolo[3,4-d]pyrimidin-1-yl]piperidine-1-carbonyl]-4,4-dimethylpent-2-enenitrile	CC(C)(C)C=C(C#N)C(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=C(C=C(C=C4)OC5=CC=CC=C5)F)N	InChI=1S/C30H30FN7O2/c1-30(2,3)15-19(16-32)29(39)37-13-7-8-20(17-37)38-28-25(27(33)34-18-35-28)26(36-38)23-12-11-22(14-24(23)31)40-21-9-5-4-6-10-21/h4-6,9-12,14-15,18,20H,7-8,13,17H2,1-3H3,(H2,33,34,35)/b19-15+/t20-/m0/s1	KZMQPYCXSAGLTB-ZAQQZEBGSA-N
N-[3-[[2-[4-(4-methylpiperazin-1-yl)anilino]-7-oxopyrido[2,3-d]pyrimidin-8-yl]methyl]phenyl]prop-2-enamide	CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C=CC(=O)N(C4=N3)CC5=CC(=CC=C5)NC(=O)C=C	InChI=1S/C28H29N7O2/c1-3-25(36)30-23-6-4-5-20(17-23)19-35-26(37)12-7-21-18-29-28(32-27(21)35)31-22-8-10-24(11-9-22)34-15-13-33(2)14-16-34/h3-12,17-18H,1,13-16,19H2,2H3,(H,30,36)(H,29,31,32)	IWZBRDQHSFANGJ-UHFFFAOYSA-N
SPH5030 	CCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)OC4=CC5=NC=NN5C=C4)C)NC(=O)/C(=C/[C@H]6CCCN6C)/F	InChI=1S/C31H31FN8O3/c1-4-42-28-16-25-23(15-26(28)38-31(41)24(32)13-21-6-5-10-39(21)3)30(35-17-33-25)37-20-7-8-27(19(2)12-20)43-22-9-11-40-29(14-22)34-18-36-40/h7-9,11-18,21H,4-6,10H2,1-3H3,(H,38,41)(H,33,35,37)/b24-13-/t21-/m1/s1	HTAMCULFUCGZAM-FKYOTISTSA-N
HMS3295K19	CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C	InChI=1S/C24H23ClFN5O2/c1-4-33-22-12-20-17(11-21(22)30-23(32)6-5-9-31(2)3)24(15(13-27)14-28-20)29-16-7-8-19(26)18(25)10-16/h5-8,10-12,14H,4,9H2,1-3H3,(H,28,29)(H,30,32)/b6-5+	WVUNYSQLFKLYNI-AATRIKPKSA-N
MFCD12407405	CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4	InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/b4-3+/t16-/m1/s1	ULXXDDBFHOBEHA-QDLOVBKTSA-N
None	CN(C)CC=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N	InChI=1S/C28H31N7O2/c1-33(2)16-7-11-24(36)34-17-6-8-21(18-34)35-28-25(27(29)30-19-31-28)26(32-35)20-12-14-23(15-13-20)37-22-9-4-3-5-10-22/h3-5,7,9-15,19,21H,6,8,16-18H2,1-2H3,(H2,29,30,31)/b11-7+/t21-/m1/s1	IDIZKFVKMFGLPN-FTUXVVSKSA-N
HMS3656P17	COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4	InChI=1S/C24H25ClFN5O2/c1-33-22-14-20-17(24(28-15-27-20)29-16-7-8-19(26)18(25)12-16)13-21(22)30-23(32)6-5-11-31-9-3-2-4-10-31/h5-8,12-15H,2-4,9-11H2,1H3,(H,30,32)(H,27,28,29)/b6-5-	LVXJQMNHJWSHET-WAYWQWQTSA-N
N-{4-[(3-bromophenyl)amino]quinazoline-6-yl}4-(dimethylamino)-2-butenamide	CN(C)CC=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br	InChI=1S/C20H20BrN5O/c1-26(2)10-4-7-19(27)24-16-8-9-18-17(12-16)20(23-13-22-18)25-15-6-3-5-14(21)11-15/h3-9,11-13H,10H2,1-2H3,(H,24,27)(H,22,23,25)/b7-4+	ZCIXBBSRVLSRJQ-QPJJXVBHSA-N
PD168393	C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br	InChI=1S/C17H13BrN4O/c1-2-16(23)21-13-6-7-15-14(9-13)17(20-10-19-15)22-12-5-3-4-11(18)8-12/h2-10H,1H2,(H,21,23)(H,19,20,22)	HTUBKQUPEREOGA-UHFFFAOYSA-N
SCHEMBL4842046 	COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=CC=C3)Cl)F)NC(=O)C4CCCN4C(=O)C=C	InChI=1S/C25H25ClFN5O4/c1-3-22(33)32-9-5-8-20(32)25(34)31-19-12-15-18(13-21(19)36-11-10-35-2)28-14-29-24(15)30-17-7-4-6-16(26)23(17)27/h3-4,6-7,12-14,20H,1,5,8-11H2,2H3,(H,31,34)(H,28,29,30)/t20-/m1/s1	TXSZGBMOPCXBTP-HXUWFJFHSA-N
WZ4002	CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl)OC	InChI=1S/C25H27ClN6O3/c1-4-23(33)28-17-6-5-7-19(14-17)35-24-20(26)16-27-25(30-24)29-21-9-8-18(15-22(21)34-3)32-12-10-31(2)11-13-32/h4-9,14-16H,1,10-13H2,2-3H3,(H,28,33)(H,27,29,30)	ITTRLTNMFYIYPA-UHFFFAOYSA-N
Egfr-IN-9	C=CC(=O)NC1=CC=CC(=C1)C2=C(OC3=NC=NC(=C23)N[C@H](CO)C4=CC=CC=C4)C5=CC=CC=C5	InChI=1S/C29H24N4O3/c1-2-24(35)32-22-15-9-14-21(16-22)25-26-28(33-23(17-34)19-10-5-3-6-11-19)30-18-31-29(26)36-27(25)20-12-7-4-8-13-20/h2-16,18,23,34H,1,17H2,(H,32,35)(H,30,31,33)/t23-/m1/s1	GFTOODFOXIDLNF-HSZRJFAPSA-N
CHEMBL1272061 	C=CC(=O)N1CCC2=C(C1)SC3=NC=NC(=C23)N[C@H](CO)C4=CC=CC=C4	InChI=1S/C20H20N4O2S/c1-2-17(26)24-9-8-14-16(10-24)27-20-18(14)19(21-12-22-20)23-15(11-25)13-6-4-3-5-7-13/h2-7,12,15,25H,1,8-11H2,(H,21,22,23)/t15-/m1/s1	YAFRPXJMYXBTOY-OAHLLOKOSA-N
Jnk-IN-5	C=CC(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4	InChI=1S/C25H20N6O2/c1-2-23(32)28-21-7-3-5-17(15-21)24(33)29-19-8-10-20(11-9-19)30-25-27-14-12-22(31-25)18-6-4-13-26-16-18/h2-16H,1H2,(H,28,32)(H,29,33)(H,27,30,31)	LUFRTLQRKNBFAZ-UHFFFAOYSA-N
AC-36091	CN(C)CC=CC(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4	InChI=1S/C28H27N7O2/c1-35(2)17-5-9-26(36)31-24-8-3-6-20(18-24)27(37)32-22-10-12-23(13-11-22)33-28-30-16-14-25(34-28)21-7-4-15-29-19-21/h3-16,18-19H,17H2,1-2H3,(H,31,36)(H,32,37)(H,30,33,34)/b9-5+	RADRIIWGHYFWPP-WEVVVXLNSA-N
5-[4-(dimethylamino)but-2-enoylamino]-2-methyl-N-[4-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide	CC1=C(C=C(C=C1)NC(=O)C=CCN(C)C)C(=O)NC2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4	InChI=1S/C29H29N7O2/c1-20-8-9-24(32-27(37)7-5-17-36(2)3)18-25(20)28(38)33-22-10-12-23(13-11-22)34-29-31-16-14-26(35-29)21-6-4-15-30-19-21/h4-16,18-19H,17H2,1-3H3,(H,32,37)(H,33,38)(H,31,34,35)/b7-5-	RSAFQYQXPHLUEC-ALCCZGGFSA-N
CNX774	CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)F	InChI=1S/C26H22FN7O3/c1-3-23(35)31-17-5-4-6-18(13-17)32-24-21(27)15-30-26(34-24)33-16-7-9-19(10-8-16)37-20-11-12-29-22(14-20)25(36)28-2/h3-15H,1H2,2H3,(H,28,36)(H,31,35)(H2,30,32,33,34)	VVLHQJDAUIPZFH-UHFFFAOYSA-N
CHEMBL2179790	CC(C)(C)C1=CC(=CC=C1)NC(=O)C2=CC=CC(=C2)C3=NN(C4=NC=NC(=C34)N)C5CCCN(C5)C(=O)C=C	InChI=1S/C30H33N7O2/c1-5-24(38)36-14-8-13-23(17-36)37-28-25(27(31)32-18-33-28)26(35-37)19-9-6-10-20(15-19)29(39)34-22-12-7-11-21(16-22)30(2,3)4/h5-7,9-12,15-16,18,23H,1,8,13-14,17H2,2-4H3,(H,34,39)(H2,31,32,33)/t23-/m0/s1	RMAUIYTVKFMOGP-QHCPKHFHSA-N
BMX-IN-1	CC1=C(C=C(C=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CC=C(C=C5)NS(=O)(=O)C)NC(=O)C=C	InChI=1S/C29H24N4O4S/c1-4-27(34)31-26-16-23(12-5-18(26)2)33-28(35)14-9-21-17-30-25-13-8-20(15-24(25)29(21)33)19-6-10-22(11-7-19)32-38(3,36)37/h4-17,32H,1H2,2-3H3,(H,31,34)	SFMJNHNUOVADRW-UHFFFAOYSA-N
PLS-123	CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)NC3=CN=C(N=C3)NC4=CC(=CC=C4)NC(=O)CNC(=O)C=C	InChI=1S/C31H26F3N7O4/c1-3-26(42)35-17-27(43)38-21-8-5-9-22(13-21)41-30-36-15-24(16-37-30)40-29(45)25-14-23(11-10-18(25)2)39-28(44)19-6-4-7-20(12-19)31(32,33)34/h3-16H,1,17H2,2H3,(H,35,42)(H,38,43)(H,39,44)(H,40,45)(H,36,37,41)	SMOPKEHQPPXRSH-UHFFFAOYSA-N
US9181263	C=CC(=O)N1CCC[C@@H]1CN2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N	InChI=1S/C25H24N6O2/c1-2-21(32)30-14-6-7-18(30)15-31-25-22(24(26)27-16-28-25)23(29-31)17-10-12-20(13-11-17)33-19-8-4-3-5-9-19/h2-5,8-13,16,18H,1,6-7,14-15H2,(H2,26,27,28)/t18-/m1/s1	MWNASUNUUFWMNK-GOSISDBHSA-N
